Year,Cause.Name,State,Deaths
2000,Suicide,Minnesota,440
2000,Suicide,Mississippi,294
2000,Suicide,Missouri,699
2000,Suicide,Montana,158
2000,Suicide,Nebraska,193
2000,Suicide,Nevada,400
2000,Suicide,New Hampshire,131
2000,Suicide,New Jersey,560
2000,Suicide,New Mexico,327
2000,Suicide,New York,1132
2000,Suicide,North Carolina,971
2000,Suicide,North Dakota,68
2000,Suicide,Ohio,1088
2000,Suicide,Oklahoma,497
2000,Suicide,Oregon,493
2000,Suicide,Pennsylvania,1356
2000,Suicide,Rhode Island,75
2000,Suicide,South Carolina,443
2000,Suicide,South Dakota,95
2000,Suicide,Tennessee,730
2000,Suicide,Texas,2053
2000,Suicide,Utah,298
2000,Suicide,Vermont,77
2000,Suicide,Virginia,768
2000,Suicide,Washington,727
2000,Suicide,West Virginia,245
2000,Suicide,Wisconsin,590
2000,Suicide,Wyoming,83
1999,Suicide,Alabama,555
1999,Suicide,Alaska,96
1999,Suicide,Arizona,766
1999,Suicide,Arkansas,336
1999,Suicide,California,3077
1999,Suicide,Colorado,574
1999,Suicide,Connecticut,274
1999,Suicide,Delaware,86
1999,Suicide,District of Columbia,30
1999,Suicide,Florida,2029
1999,Suicide,Georgia,873
1999,Suicide,Hawaii,136
1999,Suicide,Idaho,181
1999,Suicide,Illinois,1020
1999,Suicide,Indiana,628
1999,Suicide,Iowa,305
1999,Suicide,Kansas,299
1999,Suicide,Kentucky,470
1999,Suicide,Louisiana,518
1999,Suicide,Maine,175
1999,Suicide,Maryland,435
1999,Suicide,Massachusetts,431
1999,Suicide,Michigan,974
1999,Suicide,Minnesota,437
1999,Suicide,Mississippi,304
1999,Suicide,Missouri,700
1999,Suicide,Montana,162
1999,Suicide,Nebraska,177
1999,Suicide,Nevada,404
1999,Suicide,New Hampshire,137
1999,Suicide,New Jersey,563
1999,Suicide,New Mexico,318
1999,Suicide,New York,1196
1999,Suicide,North Carolina,884
1999,Suicide,North Dakota,73
1999,Suicide,Ohio,1102
1999,Suicide,Oklahoma,492
1999,Suicide,Oregon,478
1999,Suicide,Pennsylvania,1284
1999,Suicide,Rhode Island,96
1999,Suicide,South Carolina,418
1999,Suicide,South Dakota,103
1999,Suicide,Tennessee,726
1999,Suicide,Texas,2005
1999,Suicide,Utah,282
1999,Suicide,Vermont,63
1999,Suicide,Virginia,791
1999,Suicide,Washington,816
1999,Suicide,West Virginia,229
1999,Suicide,Wisconsin,593
1999,Suicide,Wyoming,98
