"State","Year","rate_sum"
"Virginia",2015,5.140664160401
"Virginia",2016,4.63038847117794
"Washington",1990,7.39508547008547
"Washington",1991,8.52713675213675
"Washington",1992,9.5482905982906
"Washington",1993,9.62286324786325
"Washington",1994,8.82371794871795
"Washington",1995,8.53311965811966
"Washington",1996,8.31944444444444
"Washington",1997,6.95747863247863
"Washington",1998,6.9965811965812
"Washington",1999,6.87286324786325
"Washington",2000,6.73995726495726
"Washington",2001,7.93675213675214
"Washington",2002,8.43611111111111
"Washington",2003,8.48205128205128
"Washington",2004,7.30982905982906
"Washington",2005,6.68418803418803
"Washington",2006,6.33653846153846
"Washington",2007,6.11623931623932
"Washington",2008,6.63910256410256
"Washington",2009,9.98525641025641
"Washington",2010,10.7724358974359
"Washington",2011,10.3514957264957
"Washington",2012,9.54380341880342
"Washington",2013,8.76538461538462
"Washington",2014,7.40769230769231
"Washington",2015,6.83568376068376
"Washington",2016,6.91175213675214
"West Virginia",1990,10.0510606060606
"West Virginia",1991,12.4272727272727
"West Virginia",1992,12.6989393939394
"West Virginia",1993,12.005303030303
"West Virginia",1994,10.3825757575758
"West Virginia",1995,9.67878787878788
"West Virginia",1996,9.08363636363636
"West Virginia",1997,8.24181818181818
"West Virginia",1998,8.13984848484849
"West Virginia",1999,8.02787878787879
"West Virginia",2000,6.18272727272727
"West Virginia",2001,5.5669696969697
"West Virginia",2002,6.5980303030303
"West Virginia",2003,6.75454545454545
"West Virginia",2004,5.84666666666667
"West Virginia",2005,5.65681818181818
"West Virginia",2006,5.46545454545455
"West Virginia",2007,5.14227272727273
"West Virginia",2008,4.92015151515151
"West Virginia",2009,8.80030303030303
"West Virginia",2010,9.74712121212121
"West Virginia",2011,8.98893939393939
"West Virginia",2012,8.44984848484848
"West Virginia",2013,7.68348484848485
"West Virginia",2014,7.52166666666667
"West Virginia",2015,7.74378787878788
"West Virginia",2016,7.02393939393939
"Wisconsin",1990,5.25578703703704
"Wisconsin",1991,6.65983796296296
"Wisconsin",1992,6.30752314814815
"Wisconsin",1993,5.89571759259259
"Wisconsin",1994,5.57881944444444
"Wisconsin",1995,4.796875
"Wisconsin",1996,4.56759259259259
"Wisconsin",1997,4.53715277777778
"Wisconsin",1998,4.29525462962963
"Wisconsin",1999,3.90763888888889
"Wisconsin",2000,3.98680555555556
"Wisconsin",2001,4.98425925925926
"Wisconsin",2002,5.74722222222222
"Wisconsin",2003,6.04247685185185
"Wisconsin",2004,5.39884259259259
"Wisconsin",2005,5.1568287037037
"Wisconsin",2006,5.215625
"Wisconsin",2007,5.39328703703704
"Wisconsin",2008,5.41284722222222
"Wisconsin",2009,9.16076388888889
"Wisconsin",2010,9.38946759259259
"Wisconsin",2011,8.46886574074074
"Wisconsin",2012,7.66064814814815
"Wisconsin",2013,7.37002314814815
"Wisconsin",2014,6.01493055555556
"Wisconsin",2015,5.12662037037037
"Wisconsin",2016,4.69108796296296
"Wyoming",1990,4.92608695652174
"Wyoming",1991,5.0268115942029
"Wyoming",1992,5.50471014492754
"Wyoming",1993,5.225
"Wyoming",1994,4.85869565217391
"Wyoming",1995,4.76086956521739
"Wyoming",1996,4.79130434782609
"Wyoming",1997,4.66086956521739
"Wyoming",1998,4.72391304347826
"Wyoming",1999,4.66811594202899
"Wyoming",2000,3.94528985507246
"Wyoming",2001,3.87717391304348
"Wyoming",2002,4.15688405797101
"Wyoming",2003,4.34275362318841
"Wyoming",2004,3.86449275362319
"Wyoming",2005,3.71159420289855
"Wyoming",2006,3.27608695652174
"Wyoming",2007,2.94021739130435
"Wyoming",2008,3.15760869565217
"Wyoming",2009,6.31557971014493
"Wyoming",2010,6.18188405797101
"Wyoming",2011,5.62789855072464
"Wyoming",2012,5.19927536231884
"Wyoming",2013,4.66195652173913
"Wyoming",2014,4.12173913043478
"Wyoming",2015,4.06884057971014
"Wyoming",2016,4.96992753623188
